,review_body,stars,language,translated_review
111,Lo e recibido hoy y demomento rodo bien,3,es,I have received it today and for the moment everything is fine
112,Es un cable muy grueso y tosco para cargar un móvil y solo cargo 2 días y dejo de funcionar su aspecto es muy rudo y feo no lo aconsejó para móviles,1,es,It is a very thick and rough cable to load a mobile and only 2 days and stop working its appearance is very rough and ugly did not advise it for mobile
113,"Lo conecte en la caravana ya que el alimentador propio se habia quemado y va genial, lo unico que hace un poco de ruido el ventilador",4,es,"Connect it in the caravan since the own feeder had burned and is great, the only thing that makes the fan a little noise"
114,El cristal es ondulado pero se llena de polvo dentro de todos los bordes/ esquinas y no se puede limpiar.,2,es,The glass is wavy but is filled with dust inside all edges/ corners and cannot be cleaned.
115,La agenda está muy bien. Pero me dijeron que me lo enviaban el viernes 6 de abril y me llegó el 9 de abril. Pago amazon Premium y no me ha parecido correcto que hayan tardado 3 días más de lo que dijeron. Pero al respecto de la agenda me gustó bastante. Aunque la tapa es blanda y las hojas algo finas. Por lo demás muy bien.,3,es,"The agenda is very good.But they told me that they sent me on Friday, April 6 and arrived on April 9.PREMIUM Amazon Payment and I haven't found it correct that they have taken 3 more days than they said.But about the agenda I liked it a lot.Although the lid is soft and the leaves somewhat fine.Otherwise very well."
116,Da la sensación de robustez y buen acabado. La duración es pronto para valorarla,4,es,It gives the feeling of robustness and good finish.Duration is early to assess it
117,"Lo compre para mi Sony alfa 6000 y se ajusta a la perfección. La tapa se ajusta igual, no se nota la diferencia a cuando no está puesto. Me da tranquilidad tener el filtro ya que la lente está más protegida.",5,es,"I bought it for my Sony Alfa 6000 and fits perfectly.The lid is adjusted the same, the difference is not noticeable when it is not set.I get peace of mind to have the filter since the lens is more protected."
118,"Por el precio, no puedes pedir mucho, la verdad, no los devuelvo por quedarme con las cajitas, a mi no me valen, la espuma no pierde el volumen suficiente y cuando lo introduces, recupera la forma y se salen solos. Uso los tapones para el casco en la moto, y no me sirven. Eso sí, son muy monos y en la caja quedan muy bien presentados, guardaré en ellas los qu eme compre en farmacia y listo.",2,es,"For the price, you cannot ask for much, the truth, I do not return them for staying with the boxes, they do not use me, the foam does not lose enough volume and when you introduce it, it recovers the form and get out alone.I use the hull caps on the motorcycle, and they do not serve me.Of course, they are very monkeys and in the box they are very well presented, I will keep in them the ones you buy in pharmacy and voila."
119,Ha cubierto mi necesidad,4,es,Has covered my need
120,"Poco útil, el de serie ya viene más completo.",3,es,"Little useful, the standard is already more complete."
121,"Muy malas, endebles la mires por donde las mires. He usado dos para la baca y son SUPER finitas.",2,es,"Very bad, weakens look where you look at them.I have used two for the baca and are super finite."
122,"muchas veces al abrir el pitorro sale agua sin motivo , como si no fuera bueno el hermetismo y por el precio q tiene deberia ser perfecta",2,es,"Many times when the pitorro opens, water comes out for no reason, as if it were not good hermeticism and for the price that it has it should be perfect"
123,"De buena calidad, grande y resistente. Creo que va a durar muchos años. En mi opinión una muy buena compra.",5,es,"Of good quality, large and resistant.I think it will last for many years.In my opinion a very good purchase."
124,"No llegó nunca y me cobraron el dinero, la aplicación no tiene un método fácil de rembolso para estos casos...",1,es,"I never arrived and they charged my money, the application does not have an easy method of reimbursement for these cases ..."
125,Está bien calidad precio.,3,es,It is fine quality price.
126,"Fatal, talla muy grande y la calidad es pésima. Mala elección.",1,es,"Fatal, very large size and quality is bad.Bad choice."
127,"Bueno, después de probarlos he comprobado que del pack que compré no tallan igual, aunque en la etiqueta ponga que es la misma talla. He tenido que quitarle todas las etiquetas, parece mentira que pongan una etiqueta tan dura en la goma de la cintura. La calidad es buena. En color blanco talla como me esperaba por los comentarios, pero el negro talla normal, el gris me ha parecido de un algodón más gordito.",3,es,"Well, after trying them I have proven that the pack I bought do not carve the same, although on the label it is the same size.I have had to take away all the labels, it seems a lie that they put such a hard label in the gum of the waist.Quality is good.In white color as I expected for the comments, but the black normal size, the gray has seemed like a chubby cotton."
128,"El paquete llego en el tiempo indicado,pero estaba un poco dañado, lo que afectaba al libro",4,es,"The package arrived at the indicated time, but it was a little damaged, which affected the book"
129,Son enanos y cabezones,3,es,They are dwarves and big heads
130,la carcasa no es nada resistente y muy poco estetica,2,es,The housing is nothing resistant and very little aesthetic
131,"Creía que el haz de luz llegaría mas lejos y tendría mas potencia,pero no es así,solo ilumina como mucho a un metro de distancia,para hacer senderismo por la noche o para cuando te quedas sin luz en casa,vale,pero para fotografía no vale.Estoy valorando devolverla.",2,es,"I believed that the light beam would go further and have more power, but it is not so, it only illuminates about a meter away, to do hiking at night or when you run out of light at home, okay, but for photographyIt is not valid. I am valuing to return it."
132,No es el mismo envase que en la imagen. Compre este producto pensando en proteína y ha llegado como L-Arginina.,1,es,It is not the same container as in the image.Buy this product thinking about protein and has arrived as L-arginine.
133,"Mal embalada con lo cual llegó con desperfectos y el vendedor no se hizo responsable, gracias a la garantía de la A a la Z de amazon que ha efectuado el reembolso completo del dinero.",1,es,"Badly packed with which he arrived with damage and the seller was not responsible, thanks to the guarantee of A A A A Amazon Z that has made the complete refund of the money."
134,"He querido esperar un tiempo prudente para poder comentar y la verdad es que no es lo que esperaba. Al principio muy bien, sobre todo la grande, pero pasado unos meses el maquillaje no me lo extendía bien y la he dejado de utilizar. No soy una profesional de maquillaje y la verdad es que últimamente no me lo extiende bien. El paquete llevo en perfectas condiciones y aunque las instrucciones de cada brocha vienen en inglés, me fue fácil buscar cada uso por internet.",3,es,"I wanted to wait a prudent time to comment and the truth is that it is not what I expected.At first very well, especially the big one, but after a few months the makeup did not extend it well and I have stopped using it.I am not a makeup professional and the truth is that lately it does not extend it well.The package has been in perfect condition and although the instructions of each brush come in English, it was easy for me to look for each use online."
